BugID, ResolutionTime, BugStatus, BugResolution, NumberComments,  NumberAuthors, NumberWatches, BugStatusHistory, BugResolutionHistory, BugStatusResolutionHistory ,
MDL-2407,2008, Closed, Cannot Reproduce,5,4,0,Closed > Reopened > Closed, -- > CannotReproduce, , 
MDL-2394,3006, Closed, Won't Fix,6,3,0,InProgress > Closed > Reopened > Closed, --- > CannotReproduce > WontFix, , 
MDL-2365,589, Closed, Fixed,3,2,0,Closed > Reopened > Closed, --- > Fixed, , 
MDL-2358,2373, Closed, Cannot Reproduce,2,2,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-2357,1081, Closed, Cannot Reproduce,2,2,0,InProgress > Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-2294,2426, Closed, Cannot Reproduce,1,1,0,InProgress > Open > Closed, -- > CannotReproduce, , 
MDL-2270,2613, Closed, Won't Fix,4,3,0,InProgress > Closed > Reopened > Closed, --- > CannotReproduce > WontFix, , 
MDL-2191,2427, Closed, Cannot Reproduce,1,1,0,InProgress > Open > Closed, -- > CannotReproduce, , 
MDL-2171,2778, Closed, Cannot Reproduce,3,2,0,InProgress > Open > Closed, -- > CannotReproduce, , 
MDL-2129,2657, Closed, Won't Fix,3,2,0,InProgress > Closed > Reopened > Closed, --- > CannotReproduce > WontFix, , 
MDL-2075,869, Closed, Cannot Reproduce,1,1,0,InProgress > Open > Closed, -- > CannotReproduce, , 
MDL-2071,870, Closed, Cannot Reproduce,4,3,0,InProgress > Open > Closed, -- > CannotReproduce, , 
MDL-2015,1528, Closed, Cannot Reproduce,3,2,0,InProgress > Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-1990,699, Closed, Fixed,3,2,0,Closed > Reopened > Closed, --- > Fixed, , 
MDL-1876,719, Closed, Fixed,3,2,0,Closed > Reopened > Closed, --- > Fixed, , 
MDL-1827,724, Closed, Fixed,3,2,0,Closed > Reopened > Closed, --- > Fixed, , 
MDL-1728,767, Closed, Fixed,2,2,0,Reopened > Closed, --- > Fixed, Reopened (---) > Closed (Fixed) , 
MDL-1640,770, Closed, Fixed,3,1,0,Closed > Reopened > Closed, --- > Fixed, , 
MDL-1639,770, Closed, Fixed,3,2,0,Closed > Reopened > Closed, --- > Fixed, , 
MDL-1475,819, Closed, Fixed,3,2,0,Closed > Reopened > Closed, --- > Fixed, , 
MDL-1460,880, Closed, Cannot Reproduce,2,2,0,Reopened > Resolved > Closed, -- > CannotReproduce, , 
MDL-1367,835, Closed, Fixed,3,2,0,Closed > Reopened > Closed, --- > Fixed, , 
MDL-1168,885, Closed, Fixed,3,2,0,Closed > Reopened > Closed, --- > Fixed, , 
MDL-910,2962, Closed, Cannot Reproduce,2,2,1,InProgress > Open > Closed, -- > CannotReproduce, , 
MDL-702,1138, Closed, Cannot Reproduce,3,3,0,InProgress > Open > Resolved > Closed, -- > CannotReproduce, , 
MDLSITE-1593,1, Closed, Cannot Reproduce,2,2,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDLSITE-1116,0, Resolved, Cannot Reproduce,5,4,1,Open > Resolved, -- > CannotReproduce, Open (---) > Resolved (CannotReproduce) , 
MDLSITE-1099,1, Closed, Cannot Reproduce,8,3,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDLSITE-446,0, Resolved, Cannot Reproduce,3,2,0,Open > Resolved, -- > CannotReproduce, Open (---) > Resolved (CannotReproduce) , 
MDLSITE-341,972, Resolved, Cannot Reproduce,2,2,0,Open > Resolved, -- > CannotReproduce, Open (---) > Resolved (CannotReproduce) , 
MDLSITE-226,1866, Resolved, Cannot Reproduce,2,1,0,Open > Resolved, -- > CannotReproduce, Open (---) > Resolved (CannotReproduce) , 
MDLSITE-225,1165, Resolved, Cannot Reproduce,5,3,2,Open > Resolved > Reopened > Closed > Reopened > Resolved, --- > CannotReproduce > CannotReproduce > CannotReproduce, , 
MDLSITE-135,0, Closed, Cannot Reproduce,1,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDLSITE-51,3, Closed, Cannot Reproduce,10,4,2,Open > Resolved > Closed > Reopened > Resolved > Closed, --- > Notabug > CannotReproduce, , 
MDLSITE-48,0, Closed, Cannot Reproduce,1,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-40654,11, Closed, Cannot Reproduce,12,3,4,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-40435,16, Closed, Fixed,13,6,6,Open > Closed > Reopened > Developmentinprogress > Waitingforintegrationreview > Integrationreviewinprogress > Waitingfortesting > Testinginprogress > Tested > Closed, --- > CannotReproduce > Fixed, , 
MDL-39385,0, Closed, Cannot Reproduce,1,1,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-38927,6, Closed, Fixed,19,5,5,Open > Closed > Reopened > Waitingforintegrationreview > Integrationreviewinprogress > Waitingfortesting > Testinginprogress > Tested > Closed, --- > CannotReproduce > Fixed, , 
MDL-37663,4, Closed, Cannot Reproduce,1,1,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-37630,72, Closed, Cannot Reproduce,17,5,7,Open > Closed > Reopened > Closed, --- > Notabug > CannotReproduce, , 
MDL-37434,0, Closed, Cannot Reproduce,1,1,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-36724,3, Closed, Cannot Reproduce,3,3,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-36464,51, Closed, Cannot Reproduce,5,3,5,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-36126,304, Reopened, Unresolved,17,4,3,Open > Developmentinprogress > Closed > Reopened, -- > CannotReproduce, , 
MDL-34525,37, Closed, Cannot Reproduce,5,3,1,Open > Developmentinprogress > Closed, -- > CannotReproduce, , 
MDL-34261,83, Closed, Cannot Reproduce,6,3,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-34017,54, Closed, Cannot Reproduce,2,2,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-33813,63, Closed, Cannot Reproduce,5,3,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-33622,315, Closed, Cannot Reproduce,13,5,1,Open > Waitingforpeerreview > Peerreviewinprogress > Developmentinprogress > Closed, -- > CannotReproduce, , 
MDL-32758,66, Closed, Cannot Reproduce,12,5,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-31635,485, Reopened, Unresolved,11,6,6,Open > Developmentinprogress > Closed > Reopened, -- > CannotReproduce, , 
MDL-31137,18, Closed, Cannot Reproduce,2,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-30970,2, Closed, Cannot Reproduce,3,2,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-30947,0, Closed, Cannot Reproduce,3,2,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-30475,10, Closed, Cannot Reproduce,7,3,3,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-30461,0, Closed, Cannot Reproduce,4,4,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-30423,96, Closed, Fixed,7,3,2,Open > Closed > Reopened > Closed, --- > CannotReproduce > Fixed, , 
MDL-30272,13, Closed, Cannot Reproduce,9,2,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-30241,3, Closed, Cannot Reproduce,4,4,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-29790,3, Closed, Cannot Reproduce,2,2,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-29775,377, Closed, Cannot Reproduce,1,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-29725,12, Closed, Cannot Reproduce,2,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-29530,353, Closed, Cannot Reproduce,2,2,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-29436,3, Closed, Cannot Reproduce,6,3,1,Open > Closed > Reopened > Closed, --- > Fixed > CannotReproduce, , 
MDL-29404,191, Closed, Cannot Reproduce,3,2,0,Open > Developmentinprogress > Closed, -- > CannotReproduce, , 
MDL-29066,61, Closed, Cannot Reproduce,1,1,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-28326,515, Closed, Cannot Reproduce,4,2,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-28056,385, Closed, Cannot Reproduce,10,5,4,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-27560,441, Closed, Cannot Reproduce,12,4,7,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-27380,420, Closed, Cannot Reproduce,6,3,3,Open > Developmentinprogress > Closed, -- > CannotReproduce, , 
MDL-27361,166, Closed, Cannot Reproduce,4,2,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-27323,433, Closed, Cannot Reproduce,9,3,7,Open > Developmentinprogress > Open > Peerreviewinprogress > Developmentinprogress > Open > Closed, -- > CannotReproduce, , 
MDL-27301,239, Closed, Cannot Reproduce,6,4,3,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-27292,111, Closed, Cannot Reproduce,9,5,3,Open > Developmentinprogress > Open > Closed, -- > CannotReproduce, , 
MDL-27265,93, Closed, Cannot Reproduce,9,4,5,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-27141,450, Closed, Cannot Reproduce,8,4,6,Open > Developmentinprogress > Closed, -- > CannotReproduce, , 
MDL-27112,1, Closed, Cannot Reproduce,1,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-27099,1, Closed, Cannot Reproduce,4,2,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-27078,5, Closed, Cannot Reproduce,3,2,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-27032,477, Closed, Cannot Reproduce,6,4,1,Open > Developmentinprogress > Closed, -- > CannotReproduce, , 
MDL-26994,290, Closed, Cannot Reproduce,5,2,3,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-26986,443, Closed, Cannot Reproduce,1,1,4,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-26961,475, Closed, Cannot Reproduce,3,3,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-26836,492, Closed, Cannot Reproduce,2,2,0,Open > Developmentinprogress > Closed, -- > CannotReproduce, , 
MDL-26780,479, Closed, Cannot Reproduce,5,2,2,Open > Developmentinprogress > Closed, -- > CannotReproduce, , 
MDL-26738,42, Closed, Cannot Reproduce,11,6,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-26581,524, Closed, Cannot Reproduce,2,2,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-26525,620, Closed, Cannot Reproduce,3,2,1,Open > Developmentinprogress > Closed, -- > CannotReproduce, , 
MDL-26471,69, Closed, Cannot Reproduce,8,4,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-26402,0, Closed, Cannot Reproduce,2,2,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-26292,4, Closed, Cannot Reproduce,1,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-26231,0, Closed, Cannot Reproduce,1,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-26207,526, Closed, Cannot Reproduce,2,2,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-26180,535, Closed, Cannot Reproduce,1,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-26160,3, Closed, Cannot Reproduce,3,2,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-26085,537, Closed, Cannot Reproduce,1,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-25866,930, Closed, Cannot Reproduce,4,3,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-25785,51, Closed, Cannot Reproduce,2,2,2,Open > InProgress > Closed, -- > CannotReproduce, , 
MDL-25685,30, Closed, Cannot Reproduce,8,4,2,Open > InProgress > Readyforreview > Closed, -- > CannotReproduce, , 
MDL-25683,0, Closed, Cannot Reproduce,1,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-25681,5, Closed, Cannot Reproduce,6,5,3,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-25650,561, Closed, Cannot Reproduce,6,6,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-25466,503, Closed, Cannot Reproduce,1,1,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-25414,0, Closed, Cannot Reproduce,8,4,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-25412,0, Closed, Cannot Reproduce,2,2,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-25149,25, Closed, Cannot Reproduce,3,2,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-25046,0, Closed, Cannot Reproduce,1,1,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-24866,0, Closed, Cannot Reproduce,1,1,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-24795,489, Closed, Cannot Reproduce,5,3,3,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-24794,613, Closed, Cannot Reproduce,4,3,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-24781,18, Closed, Fixed,29,4,3,Open > Resolved > Reopened > Resolved > Reopened > Resolved > Closed, --- > CannotReproduce > Notabug > Fixed, , 
MDL-24708,0, Closed, Cannot Reproduce,5,2,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-24645,12, Closed, Cannot Reproduce,3,2,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-24642,26, Closed, Cannot Reproduce,5,3,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-24589,884, Closed, Cannot Reproduce,9,4,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-24432,15, Closed, Cannot Reproduce,8,3,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-24409,2, Closed, Cannot Reproduce,2,1,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-24407,2, Closed, Cannot Reproduce,2,1,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-24179,0, Closed, Cannot Reproduce,2,2,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-24093,0, Closed, Cannot Reproduce,2,2,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-23845,0, Closed, Cannot Reproduce,2,2,2,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-23416,0, Closed, Cannot Reproduce,1,1,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-23260,0, Closed, Cannot Reproduce,1,1,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-23246,1, Closed, Cannot Reproduce,2,2,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-23240,156, Closed, Cannot Reproduce,19,7,1,Open > Resolved > Reopened > Resolved > Reopened > InProgress > Open > InProgress > Resolved > Closed, --- > Fixed > Fixed > CannotReproduce, , 
MDL-23168,0, Closed, Cannot Reproduce,1,1,0,Open > InProgress > Resolved > Closed, -- > CannotReproduce, , 
MDL-23070,0, Closed, Cannot Reproduce,2,2,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-23038,167, Closed, Cannot Reproduce,5,3,1,Open > InProgress > Resolved > Closed, -- > CannotReproduce, , 
MDL-23032,224, Closed, Cannot Reproduce,11,6,4,Open > InProgress > Resolved > Readyforreview > Reopened > Readyforreview > Closed, --- > Fixed > CannotReproduce, , 
MDL-23017,2, Closed, Cannot Reproduce,6,2,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-22911,1, Closed, Cannot Reproduce,4,2,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-22880,15, Closed, Cannot Reproduce,3,2,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-22728,264, Closed, Cannot Reproduce,26,7,2,Open > InProgress > Readyforreview > Reopened > InProgress > Readyforreview > Reopened > InProgress > Readyforreview > Reopened > Readyforreview > Closed, --- > Fixed > Fixed > Fixed > CannotReproduce, , 
MDL-22706,29, Closed, Cannot Reproduce,19,4,2,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-22472,3, Closed, Cannot Reproduce,1,1,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-22361,74, Closed, Cannot Reproduce,2,2,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-22334,0, Closed, Cannot Reproduce,2,2,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-22304,160, Closed, Cannot Reproduce,4,2,0,Open > InProgress > Resolved > Closed, -- > CannotReproduce, , 
MDL-22082,92, Closed, Cannot Reproduce,5,3,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-21544,58, Closed, Cannot Reproduce,1,1,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-21419,145, Closed, Cannot Reproduce,1,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-21322,0, Closed, Cannot Reproduce,5,3,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-21299,168, Closed, Cannot Reproduce,2,2,4,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-21289,203, Closed, Cannot Reproduce,2,2,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-21136,5, Closed, Cannot Reproduce,4,2,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-21066,1256, Closed, Cannot Reproduce,4,2,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-21063,119, Closed, Cannot Reproduce,2,2,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-21049,81, Closed, Cannot Reproduce,1,1,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-20819,22, Closed, Fixed,9,3,2,Open > Resolved > Reopened > Resolved > Closed, --- > CannotReproduce > Fixed, , 
MDL-20807,355, Closed, Cannot Reproduce,2,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-20740,1093, Closed, Cannot Reproduce,5,3,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-20650,240, Closed, Cannot Reproduce,2,2,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-20599,168, Closed, Cannot Reproduce,5,3,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-20499,1027, Closed, Cannot Reproduce,1,1,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-20377,269, Closed, Cannot Reproduce,1,1,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-20150,40, Closed, Cannot Reproduce,3,2,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-20102,328, Closed, Cannot Reproduce,1,1,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-19994,517, Closed, Cannot Reproduce,2,2,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-19560,59, Closed, Cannot Reproduce,5,2,1,Open > InProgress > Resolved > Closed, -- > CannotReproduce, , 
MDL-19427,302, Closed, Cannot Reproduce,1,1,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-19289,421, Closed, Cannot Reproduce,3,1,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-19280,274, Closed, Cannot Reproduce,2,2,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-19143,0, Closed, Cannot Reproduce,1,1,0,Open > InProgress > Resolved > Reopened > Resolved > Closed, --- > Fixed > CannotReproduce, , 
MDL-18955,13, Closed, Cannot Reproduce,3,3,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-18511,16, Closed, Cannot Reproduce,1,1,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-18437,35, Closed, Cannot Reproduce,1,1,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-18287,1353, Closed, Cannot Reproduce,4,4,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-18199,5, Closed, Cannot Reproduce,2,2,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-18196,0, Closed, Cannot Reproduce,2,1,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-18121,4, Closed, Cannot Reproduce,1,1,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-18022,1246, Closed, Cannot Reproduce,8,4,4,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-17819,552, Closed, Cannot Reproduce,2,2,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-17760,0, Closed, Cannot Reproduce,1,1,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-17560,1, Closed, Cannot Reproduce,1,1,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-17493,44, Closed, Cannot Reproduce,1,1,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-17260,288, Closed, Cannot Reproduce,2,2,3,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-17191,7, Closed, Cannot Reproduce,1,1,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-17031,1676, Reopened, Unresolved,17,4,5,Open > Closed > Reopened, -- > CannotReproduce, , 
MDL-16905,7, Closed, Cannot Reproduce,1,1,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-16677,224, Closed, Cannot Reproduce,7,5,4,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-16475,11, Closed, Cannot Reproduce,3,2,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-15956,797, Closed, Cannot Reproduce,1,1,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-15533,1, Closed, Cannot Reproduce,2,2,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-15226,0, Closed, Cannot Reproduce,5,2,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-15137,33, Closed, Cannot Reproduce,7,4,3,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-14757,17, Closed, Cannot Reproduce,7,3,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-14304,265, Closed, Cannot Reproduce,1,1,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-14277,14, Closed, Cannot Reproduce,10,3,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-14138,1443, Closed, Cannot Reproduce,2,2,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-14059,200, Closed, Cannot Reproduce,19,13,12,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-13873,8, Closed, Cannot Reproduce,3,2,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-13762,0, Closed, Cannot Reproduce,6,3,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-13668,1606, Closed, Cannot Reproduce,1,1,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-13581,3, Closed, Cannot Reproduce,2,2,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-13446,5, Closed, Cannot Reproduce,2,2,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-13380,118, Closed, Cannot Reproduce,12,4,3,Open > Resolved > Reopened > Resolved > Closed, --- > CannotReproduce > CannotReproduce, , 
MDL-12885,753, Closed, Cannot Reproduce,3,2,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-12832,1, Closed, Cannot Reproduce,2,2,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-12819,30, Closed, Cannot Reproduce,1,1,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-12456,216, Closed, Cannot Reproduce,4,2,3,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-12275,0, Closed, Cannot Reproduce,2,2,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-12185,145, Closed, Cannot Reproduce,3,3,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-12164,1131, Closed, Cannot Reproduce,6,4,3,Open > InProgress > Resolved > Closed > Reopened > Closed > Reopened > Closed > Reopened > Closed, --- > CannotReproduce > Fixed > CannotReproduce > CannotReproduce, , 
MDL-12082,2, Closed, Cannot Reproduce,1,1,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-11822,28, Closed, Cannot Reproduce,9,4,3,Open > Closed > Reopened > Resolved > Closed, --- > Fixed > CannotReproduce, , 
MDL-11322,169, Closed, Cannot Reproduce,3,2,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-11321,168, Closed, Cannot Reproduce,1,1,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-11316,3, Closed, Fixed,15,4,1,Open > Resolved > Reopened > Resolved > Closed, --- > CannotReproduce > Fixed, , 
MDL-11112,22, Closed, Cannot Reproduce,1,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-11005,66, Closed, Cannot Reproduce,1,1,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-10777,1189, Closed, Cannot Reproduce,1,1,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-10587,78, Closed, Cannot Reproduce,2,1,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-10552,213, Closed, Cannot Reproduce,5,5,3,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-10428,169, Closed, Cannot Reproduce,1,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-10416,113, Closed, Cannot Reproduce,5,4,4,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-10367,577, Closed, Cannot Reproduce,2,2,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-10334,5, Closed, Cannot Reproduce,2,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-10315,0, Closed, Cannot Reproduce,1,1,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-10257,1868, Closed, Cannot Reproduce,2,2,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-10253,5, Closed, Cannot Reproduce,1,1,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-9842,0, Closed, Fixed,10,3,0,Open > Resolved > Reopened > Resolved > Closed, --- > CannotReproduce > Fixed, , 
